NLOC,CCN,Token Count,Parameter Count,Length,Function Name,File Path,Function Signature,Start Line,End Line
9,1,67,2,11,"Bt_M23_DT_Cfg@1161-1171@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_DT_Cfg","Bt_M23_DT_Cfg( en_bt_unit_t enUnit , stc_bt_m23_dt_cfg_t * pstcCfg)",1161,1171
8,1,54,2,10,"Bt_M23_SetValidPeriod@1183-1192@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_SetValidPeriod","Bt_M23_SetValidPeriod( en_bt_unit_t enUnit , uint8_t u8ValidPeriod)",1183,1192
9,1,67,2,11,"Bt_M23_OCRefClr@1204-1214@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_OCRefClr","Bt_M23_OCRefClr( en_bt_unit_t enUnit , stc_bt_m23_OCREF_Clr_cfg_t * pstcCfg)",1204,1214
12,1,97,2,14,"Bt_M23_EnDMA@1226-1239@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_EnDMA","Bt_M23_EnDMA( en_bt_unit_t enUnit , stc_bt_m23_trig_dma_cfg_t * pstcCfg)",1226,1239
8,1,51,1,12,"Bt_M23_EnSwTrigCapCmpA@1250-1261@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_EnSwTrigCapCmpA","Bt_M23_EnSwTrigCapCmpA( en_bt_unit_t enUnit)",1250,1261
8,1,51,1,12,"Bt_M23_EnSwTrigCapCmpB@1272-1283@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_EnSwTrigCapCmpB","Bt_M23_EnSwTrigCapCmpB( en_bt_unit_t enUnit)",1272,1283
8,1,51,1,10,"Bt_M23_EnSwUev@1294-1303@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_EnSwUev","Bt_M23_EnSwUev( en_bt_unit_t enUnit)",1294,1303
8,1,51,1,10,"Bt_M23_EnSwTrig@1314-1323@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_EnSwTrig","Bt_M23_EnSwTrig( en_bt_unit_t enUnit)",1314,1323
8,1,51,1,10,"Bt_M23_EnSwBk@1334-1343@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_EnSwBk","Bt_M23_EnSwBk( en_bt_unit_t enUnit)",1334,1343
11,2,76,2,13,"CRC16_Get8@66-78@./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","CRC16_Get8","CRC16_Get8( uint8_t * pu8Data , uint32_t u32Len)",66,78
11,2,78,2,13,"CRC16_Get16@91-103@./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","CRC16_Get16","CRC16_Get16( uint16_t * pu16Data , uint32_t u32Len)",91,103
11,2,67,2,13,"CRC16_Get32@116-128@./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","CRC16_Get32","CRC16_Get32( uint32_t * pu32Data , uint32_t u32Len)",116,128
15,3,164,3,19,"CRC16_Check8@143-161@./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","CRC16_Check8","CRC16_Check8( uint8_t * pu8Data , uint32_t u32Len , uint16_t u16CRC)",143,161
14,3,113,3,18,"CRC16_Check16@176-193@./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","CRC16_Check16","CRC16_Check16( uint16_t * pu16Data , uint32_t u32Len , uint16_t u16CRC)",176,193
14,3,118,3,18,"CRC16_Check32@208-225@./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","CRC16_Check32","CRC16_Check32( uint32_t * pu32Data , uint32_t u32Len , uint16_t u16CRC)",208,225
11,2,76,2,13,"CRC32_Get8@238-250@./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","CRC32_Get8","CRC32_Get8( uint8_t * pu8Data , uint32_t u32Len)",238,250
11,2,78,2,13,"CRC32_Get16@263-275@./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","CRC32_Get16","CRC32_Get16( uint16_t * pu16Data , uint32_t u32Len)",263,275
11,2,67,2,13,"CRC32_Get32@288-300@./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","CRC32_Get32","CRC32_Get32( uint32_t * pu32Data , uint32_t u32Len)",288,300
17,3,218,3,21,"CRC32_Check8@315-335@./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","CRC32_Check8","CRC32_Check8( uint8_t * pu8Data , uint32_t u32Len , uint32_t u32CRC)",315,335
15,3,156,3,20,"CRC32_Check16@350-369@./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","CRC32_Check16","CRC32_Check16( uint16_t * pu16Data , uint32_t u32Len , uint32_t u32CRC)",350,369
14,3,113,3,18,"CRC32_Check32@384-401@./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/crc.c","CRC32_Check32","CRC32_Check32( uint32_t * pu32Data , uint32_t u32Len , uint32_t u32CRC)",384,401
4,1,26,1,4,"Dac_DmaCmd@63-66@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","Dac_DmaCmd","Dac_DmaCmd( boolean_t NewState)",63,66
4,1,26,1,4,"Dac_DmaITCfg@76-79@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","Dac_DmaITCfg","Dac_DmaITCfg( boolean_t NewState)",76,79
4,1,24,0,4,"Dac_GetITStatus@89-92@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","Dac_GetITStatus","Dac_GetITStatus()",89,92
4,1,26,1,4,"Dac_Cmd@102-105@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","Dac_Cmd","Dac_Cmd( boolean_t NewState)",102,105
4,1,25,0,4,"Dac_SoftwareTriggerCmd@115-118@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","Dac_SoftwareTriggerCmd","Dac_SoftwareTriggerCmd()",115,118
21,3,122,1,22,"Dac_Init@128-149@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","Dac_Init","Dac_Init( stc_dac_cfg_t * DAC_InitStruct)",128,149
37,7,108,3,37,"Dac_SetChannelData@162-198@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","Dac_SetChannelData","Dac_SetChannelData( en_align_t DAC_Align , en_bitno_t DAC_Bit , uint16_t Data)",162,198
6,1,22,0,7,"Dac_GetDataOutputValue@210-216@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dac.c","Dac_GetDataOutputValue","Dac_GetDataOutputValue()",210,216
14,3,42,1,17,"Log2@59-75@./examples/HC32L19x_Template_Rev1.1.0/driver/src/ddl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/ddl.c","Log2","Log2( uint32_t u32Val)",59,75
12,3,44,2,14,"ddl_memclr@82-95@./examples/HC32L19x_Template_Rev1.1.0/driver/src/ddl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/ddl.c","ddl_memclr","ddl_memclr( * pu8Address , uint32_t u32Count)",82,95
26,5,95,1,28,"delay1ms@103-130@./examples/HC32L19x_Template_Rev1.1.0/driver/src/ddl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/ddl.c","delay1ms","delay1ms( uint32_t u32Cnt)",103,130
26,5,95,1,30,"delay100us@138-167@./examples/HC32L19x_Template_Rev1.1.0/driver/src/ddl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/ddl.c","delay100us","delay100us( uint32_t u32Cnt)",138,167
25,5,90,1,29,"delay10us@175-203@./examples/HC32L19x_Template_Rev1.1.0/driver/src/ddl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/ddl.c","delay10us","delay10us( uint32_t u32Cnt)",175,203
11,2,70,3,13,"SetBit@212-224@./examples/HC32L19x_Template_Rev1.1.0/driver/src/ddl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/ddl.c","SetBit","SetBit( uint32_t addr , uint32_t offset , boolean_t bFlag)",212,224
4,2,44,2,4,"GetBit@234-237@./examples/HC32L19x_Template_Rev1.1.0/driver/src/ddl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/ddl.c","GetBit","GetBit( uint32_t addr , uint32_t offset)",234,237
5,1,19,1,6,"Debug_ActiveEnable@61-66@./examples/HC32L19x_Template_Rev1.1.0/driver/src/debug.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/debug.c","Debug_ActiveEnable","Debug_ActiveEnable( en_debug_module_active_t enModule)",61,66
5,1,19,1,6,"Debug_ActiveDisable@75-80@./examples/HC32L19x_Template_Rev1.1.0/driver/src/debug.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/debug.c","Debug_ActiveDisable","Debug_ActiveDisable( en_debug_module_active_t enModule)",75,80
33,2,311,2,41,"Dma_InitChannel@162-202@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_InitChannel","Dma_InitChannel( en_dma_channel_t enCh , stc_dma_cfg_t * pstcCfg)",162,202
4,1,12,0,4,"Dma_Enable@214-217@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_Enable","Dma_Enable()",214,217
4,1,14,0,4,"Dma_Disable@230-233@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_Disable","Dma_Disable()",230,233
4,1,19,1,4,"Dma_SwStart@245-248@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_SwStart","Dma_SwStart( en_dma_channel_t enCh)",245,248
4,1,21,1,4,"Dma_SwStop@261-264@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_SwStop","Dma_SwStop( en_dma_channel_t enCh)",261,264
4,1,19,1,4,"Dma_EnableChannelIrq@276-279@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_EnableChannelIrq","Dma_EnableChannelIrq( en_dma_channel_t enCh)",276,279
4,1,21,1,4,"Dma_DisableChannelIrq@292-295@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_DisableChannelIrq","Dma_DisableChannelIrq( en_dma_channel_t enCh)",292,295
4,1,19,1,4,"Dma_EnableChannelErrIrq@307-310@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_EnableChannelErrIrq","Dma_EnableChannelErrIrq( en_dma_channel_t enCh)",307,310
4,1,21,1,4,"Dma_DisableChannelErrIrq@323-326@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_DisableChannelErrIrq","Dma_DisableChannelErrIrq( en_dma_channel_t enCh)",323,326
4,1,19,1,4,"Dma_EnableChannel@339-342@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_EnableChannel","Dma_EnableChannel( en_dma_channel_t enCh)",339,342
4,1,21,1,4,"Dma_DisableChannel@355-358@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_DisableChannel","Dma_DisableChannel( en_dma_channel_t enCh)",355,358
5,1,59,2,6,"Dma_SetBlockSize@372-377@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_SetBlockSize","Dma_SetBlockSize( en_dma_channel_t enCh , uint16_t u16BlkSize)",372,377
5,1,57,2,6,"Dma_SetTransferCnt@391-396@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_SetTransferCnt","Dma_SetTransferCnt( en_dma_channel_t enCh , uint16_t u16TrnCnt)",391,396
4,1,19,1,4,"Dma_EnableContinusTranfer@409-412@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_EnableContinusTranfer","Dma_EnableContinusTranfer( en_dma_channel_t enCh)",409,412
4,1,21,1,4,"Dma_DisableContinusTranfer@425-428@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_DisableContinusTranfer","Dma_DisableContinusTranfer( en_dma_channel_t enCh)",425,428
4,1,14,0,4,"Dma_HaltTranfer@440-443@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_HaltTranfer","Dma_HaltTranfer()",440,443
4,1,14,0,4,"Dma_RecoverTranfer@455-458@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_RecoverTranfer","Dma_RecoverTranfer()",455,458
4,1,19,1,4,"Dma_PauseChannelTranfer@470-473@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_PauseChannelTranfer","Dma_PauseChannelTranfer( en_dma_channel_t enCh)",470,473
4,1,21,1,4,"Dma_RecoverChannelTranfer@485-488@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_RecoverChannelTranfer","Dma_RecoverChannelTranfer( en_dma_channel_t enCh)",485,488
5,1,48,2,6,"Dma_SetTransferWidth@501-506@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_SetTransferWidth","Dma_SetTransferWidth( en_dma_channel_t enCh , en_dma_transfer_width_t enWidth)",501,506
4,1,33,1,4,"Dma_SetChPriority@518-521@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_SetChPriority","Dma_SetChPriority( en_dma_priority_t enPrio)",518,521
4,1,32,1,4,"Dma_GetStat@533-536@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_GetStat","Dma_GetStat( en_dma_channel_t enCh)",533,536
4,1,21,1,4,"Dma_ClrStat@548-551@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_ClrStat","Dma_ClrStat( en_dma_channel_t enCh)",548,551
4,1,22,2,4,"Dma_SetSourceAddress@566-569@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_SetSourceAddress","Dma_SetSourceAddress( en_dma_channel_t enCh , uint32_t u32Address)",566,569
4,1,22,2,4,"Dma_SetDestinationAddress@583-586@./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/dmac.c","Dma_SetDestinationAddress","Dma_SetDestinationAddress( en_dma_channel_t enCh , uint32_t u32Address)",583,586
9,2,29,1,11,"Flash_GetIntFlag@91-101@./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","Flash_GetIntFlag","Flash_GetIntFlag( en_flash_int_type_t enFlashIntType)",91,101
7,1,28,1,9,"Flash_ClearIntFlag@112-120@./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","Flash_ClearIntFlag","Flash_ClearIntFlag( en_flash_int_type_t enFlashIntType)",112,120
8,1,31,1,11,"Flash_EnableIrq@131-141@./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","Flash_EnableIrq","Flash_EnableIrq( en_flash_int_type_t enFlashIntType)",131,141
8,1,34,1,11,"Flash_DisableIrq@152-162@./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","Flash_DisableIrq","Flash_DisableIrq( en_flash_int_type_t enFlashIntType)",152,162
45,12,230,2,52,"Flash_Init@185-236@./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","Flash_Init","Flash_Init( uint8_t u8FreqCfg , boolean_t bDpstbEn)",185,236
42,9,190,2,52,"Flash_Write8@254-305@./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","Flash_Write8","Flash_Write8( uint32_t u32Addr , const uint8_t pu8Data [ ] , uint32_t u32Len)",254,305
42,9,196,2,52,"Flash_Write16@323-374@./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","Flash_Write16","Flash_Write16( uint32_t u32Addr , const uint16_t pu16Data [ ] , uint32_t u32Len)",323,374
42,9,196,2,52,"Flash_Write32@392-443@./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","Flash_Write32","Flash_Write32( uint32_t u32Addr , const uint32_t pu32Data [ ] , uint32_t u32Len)",392,443
32,7,123,1,41,"Flash_SectorErase@458-498@./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","Flash_SectorErase","Flash_SectorErase( uint32_t u32SectorAddr)",458,498
11,2,43,1,14,"Flash_OpModeConfig@511-524@./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","Flash_OpModeConfig","Flash_OpModeConfig( en_flash_op_mode_t enFlashOpMode)",511,524
20,5,94,0,23,"Flash_LockAll@533-555@./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","Flash_LockAll","Flash_LockAll()",533,555
20,5,94,0,23,"Flash_UnlockAll@565-587@./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","Flash_UnlockAll","Flash_UnlockAll()",565,587
11,2,43,1,14,"Flash_WaitCycle@598-611@./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","Flash_WaitCycle","Flash_WaitCycle( en_flash_waitcycle_t enWaitCycle)",598,611
11,2,59,2,14,"Flash_LockSet@627-640@./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/flash.c","Flash_LockSet","Flash_LockSet( en_flash_lock_t enLock , uint32_t u32LockValue)",627,640
13,1,234,3,22,"Gpio_Init@66-87@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_Init","Gpio_Init( en_gpio_port_t enPort , en_gpio_pin_t enPin , stc_gpio_cfg_t * pstcGpioCfg)",66,87
4,1,28,2,4,"Gpio_GetInputIO@100-103@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_GetInputIO","Gpio_GetInputIO( en_gpio_port_t enPort , en_gpio_pin_t enPin)",100,103
4,1,32,1,4,"Gpio_GetInputData@113-116@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_GetInputData","Gpio_GetInputData( en_gpio_port_t enPort)",113,116
5,1,35,3,6,"Gpio_WriteOutputIO@129-134@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_WriteOutputIO","Gpio_WriteOutputIO( en_gpio_port_t enPort , en_gpio_pin_t enPin , boolean_t bVal)",129,134
4,1,28,2,4,"Gpio_ReadOutputIO@145-148@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_ReadOutputIO","Gpio_ReadOutputIO( en_gpio_port_t enPort , en_gpio_pin_t enPin)",145,148
5,1,38,2,5,"Gpio_SetPort@159-163@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SetPort","Gpio_SetPort( en_gpio_port_t enPort , uint16_t u16ValMsk)",159,163
5,1,32,2,6,"Gpio_SetIO@175-180@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SetIO","Gpio_SetIO( en_gpio_port_t enPort , en_gpio_pin_t enPin)",175,180
5,1,38,2,6,"Gpio_ClrPort@191-196@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_ClrPort","Gpio_ClrPort( en_gpio_port_t enPort , uint16_t u16ValMsk)",191,196
5,1,32,2,6,"Gpio_ClrIO@208-213@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_ClrIO","Gpio_ClrIO( en_gpio_port_t enPort , en_gpio_pin_t enPin)",208,213
5,1,38,2,6,"Gpio_SetClrPort@227-232@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SetClrPort","Gpio_SetClrPort( en_gpio_port_t enPort , uint32_t u32ValMsk)",227,232
5,1,30,2,6,"Gpio_SetAnalogMode@244-249@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SetAnalogMode","Gpio_SetAnalogMode( en_gpio_port_t enPort , en_gpio_pin_t enPin)",244,249
5,1,55,3,6,"Gpio_SetAfMode@261-266@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SetAfMode","Gpio_SetAfMode( en_gpio_port_t enPort , en_gpio_pin_t enPin , en_gpio_af_t enAf)",261,266
4,1,71,1,4,"Gpio_SetAfMode_Lite@276-279@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SetAfMode_Lite","Gpio_SetAfMode_Lite( GpioPinMux PinMux)",276,279
7,1,48,3,10,"Gpio_EnableIrq@291-300@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_EnableIrq","Gpio_EnableIrq( en_gpio_port_t enPort , en_gpio_pin_t enPin , en_gpio_irqtype_t enType)",291,300
7,1,48,3,10,"Gpio_DisableIrq@312-321@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_DisableIrq","Gpio_DisableIrq( en_gpio_port_t enPort , en_gpio_pin_t enPin , en_gpio_irqtype_t enType)",312,321
4,1,26,2,4,"Gpio_GetIrqStatus@333-336@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_GetIrqStatus","Gpio_GetIrqStatus( en_gpio_port_t enPort , en_gpio_pin_t enPin)",333,336
5,1,30,2,6,"Gpio_ClearIrq@347-352@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_ClearIrq","Gpio_ClearIrq( en_gpio_port_t enPort , en_gpio_pin_t enPin)",347,352
5,1,18,1,6,"Gpio_SfIrqModeCfg@362-367@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SfIrqModeCfg","Gpio_SfIrqModeCfg( en_gpio_sf_irqmode_t enIrqMode)",362,367
5,1,18,1,6,"Gpio_SfIrPolCfg@377-382@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SfIrPolCfg","Gpio_SfIrPolCfg( en_gpio_sf_irpol_t enIrPolMode)",377,382
6,1,29,2,7,"Gpio_SfHClkOutputCfg@393-399@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SfHClkOutputCfg","Gpio_SfHClkOutputCfg( en_gpio_sf_hclkout_g_t enGate , en_gpio_sf_hclkout_div_t enDiv)",393,399
